機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","嘉家藥局","桃園市","八德區","介壽路一段782號","李俊龍","男","03-3749192","Y"
"開業","禎祐示範藥局","桃園市","八德區","大智路７號","陳善慧","女","03-3675582","Y"
"開業","宏昌藥局","桃園市","八德區","大慶里介壽路一段８９０號","駱鳳儀","女","03-3639797","Y"
"開業","東林藥局","桃園市","八德區","和義街１３號１樓","蔡明宏","男","03-3761129","Y"
"開業","佑兒康藥局","桃園市","八德區","永豐路570號","曾鈺婷","女","03-3709680","Y"
"開業","成發藥局","桃園市","八德區","和平路250號","蔡建鋒","男","03-3751696","Y"
"開業","崇明藥局","桃園市","八德區","瑞發里介壽路2段1171號","陳易琳","男","0986400715","Y"
"開業","乙達藥局","桃園市","八德區","介壽路一段９２２、９２４號","賴冠龍","男","033662496","Y"
"開業","宏吉藥局","桃園市","八德區","桃園縣八德鄉興豐路２９２號","林俞君","女","03-3685618","N"
"開業","慶昇藥局","桃園市","八德區","桃鶯路一Ｏ二號","莊金山","男","03-3648037","Y"
"開業","成大藥局","桃園市","八德區","廣福路１４１號","楊火遜","男","+033661575","Y"
"開業","弘明藥局","桃園市","八德區","廣福路２０巷２７弄３６號","陳定山","男","033629963","Y"
"開業","安鼎藥局","桃園市","八德區","介壽路一段２６０號","鄒顯宏","男","033620266","Y"
"開業","中原藥局","桃園市","八德區","廣福路148號","賴榮順","男","0916304380","Y"
"開業","和生藥局","桃園市","八德區","興豐路５８８號","張秀英","女","033688368","Y"
"開業","周氏大藥局","桃園市","八德區","介壽路一段９５６號","陳麗惠","女","033663507","Y"
"開業","今日大藥局","桃園市","八德區","興豐路８２４號","林春森","男","033681712","N"
"開業","祐祥藥局","桃園市","八德區","大智里１３鄰桃德路７９號","黃中興","男","03-3638402","N"
"開業","和泰示範藥局","桃園市","八德區","介壽路二段一Ｏ九五號","陳世傑","男","03-3654788","N"
"開業","日鴻藥局","桃園市","八德區","義勇街一七五號","邱慶源","男","03-3763304","Y"
"開業","福祥藥局","桃園市","八德區","建國路４６號","廖本祥","男","033683811","N"
"開業","中仁大藥局","桃園市","八德區","介壽路二段６８５巷６６弄５６號１樓","張榮華","男","033652882","Y"
"開業","八德藥局","桃園市","八德區","廣褔路一七八號二樓","林秋琴","女","03-3777196","Y"
"開業","瑞誠藥局","桃園市","八德區","介壽路一段八九八之一號","蕭貴蘭","女","03-3674830","Y"
"開業","新大明藥局","桃園市","八德區","大明街二一號一樓","李新森","男","03-3618284","Y"
"開業","中信藥局","桃園市","八德區","中華路三ＯＯ號一樓","羅能結","男","03-3786085","N"
"開業","維益特藥局","桃園市","八德區","和平路１８８號１樓","林仁貴","男","03-3764949",""
"開業","廣泰藥局","桃園市","八德區","大忠里永福街６２號","范姜仁千","男","03-3626467",""
"開業","康聯藥局","桃園市","八德區","中正路２６號","連德誠","男","03-3655311",""
"開業","仁壽藥局","桃園市","大溪區","員林路二段３９６號","林玉勝","男","033801323","Y"
"開業","資生大藥局","桃園市","大溪區","康莊路１３２號","徐瑞櫻","女","033882276","Y"
"開業","田心藥局","桃園市","大溪區","民權東路九四巷五號","郭逸瑛","女","03-3873862","Y"
"開業","康莊藥局","桃園市","大溪區","康莊路一Ｏ二號","朱恩頤","女","03-3870239","Y"
"開業","正忠藥師藥局","桃園市","大溪區","介壽路八四六號","黃瑛勝","男","03-3072752","N"
"開業","天德藥局","桃園市","大溪區","復興路一號一樓","柯煖","女","03-3883361","Y"
"開業","文化藥局","桃園市","大溪區","一心里復興路１０５號１樓","陳宜萱","女","03-3884886","Y"
"開業","叡安藥局","桃園市","大溪區","埔頂路一段４０８號","王三?","男","03-3892915","Y"
"開業","安欣大藥局","桃園市","大溪區","介壽路７５８號","楊素款","女","03-3893573","Y"
"開業","甯慶藥局","桃園市","大溪區","介壽路１１７９號","陳世邑","男","03-3809179","Y"
"開業","德安堂藥局","桃園市","大溪區","介壽路８９２號","簡至遠","男","03-3808173","Y"
"開業","欣康藥局","桃園市","大溪區","員林路２段３９０－６號","劉逸祥","男","03-3076310","Y"
"開業","大溪康莊藥局","桃園市","大溪區","康莊路８５號","許利銘","男","03-3882121","Y"
"開業","慈航藥局","桃園市","大溪區","康莊路１４４號","李月幸","女","033885510","Y"
"開業","吉壽藥局","桃園市","大溪區","員林路三段四十二號","林阿財","男","033802049","Y"
"開業","吉新藥局","桃園市","大溪區","和平路２３號","李衍孝","男","033882171","Y"
"開業","永耘藥局","桃園市","大溪區","介壽路６４號","鄭瑞權","男","03-3804770","Y"
"開業","保源藥局","桃園市","大溪區","中央路９５號","廖?源","男","033882074","Y"
"開業","延安藥局","桃園市","大溪區","員林路二段３０１號","彭明達","男","0 0 0","N"
"開業","上上藥局","桃園市","大溪區","仁文里介壽路１１７９號１樓","劉勝銘","男","03-3809179","Y"
"開業","宜暉健保藥局","桃園市","大溪區","介壽路７１８號","邱秀春","女","03-3806695","Y"
"開業","明仁藥局","桃園市","大溪區","介壽路８１號１樓","王文仁","男","03-3804832","Y"
"開業","德怡藥局","桃園市","復興區","澤仁里忠孝路３４號","陳怡君","女","03-3821686","Y"
"開業","勝峰藥師藥局","桃園市","大園區","?林里３鄰?林路５１號","康育銍","男","03-3835588","N"
"開業","麒安藥局","桃園市","大園區","新生路八十三號","楊秋美","女","03-3858368","Y"
"開業","快安藥師藥局","桃園市","大園區","新生北路四一號","林煥哲","男","03-3856896","Y"
"開業","金安藥師藥局","桃園市","大園區","中華路３４、３６號","程芳琬","女","03-3858917",""
"開業","宜安藥師藥局","桃園市","大園區","中山南路４０號１樓","陸又榛","女","03-3842639",""
"開業","青埔長青藥師藥局","桃園市","大園區","新生路四段２５１號","廖慧齡","女","0975678926","Y"
"開業","保和大藥局","桃園市","大園區","中山北路３６號","王曾素娥","女","033867448","Y"
"開業","瑞興藥局","桃園市","大園區","海口村海口八十七號","楊芳萬","男","033836203","N"
"開業","家宏藥局","桃園市","大園區","果林村三民路二段四六六號","陳石龍","男","03-3838866","Y"
"開業","嘉進藥局","桃園市","大園區","竹圍街２６號","楊秀束","女","033835559","Y"
"開業","永和藥局","桃園市","大園區","忠孝一街３０號","薛辛連","男","033861991","Y"
"開業","信華藥局","桃園市","大園區","埔心街一二號","郭風","男","033867553","N"
"開業","國光藥局","桃園市","大園區","忠孝一街２６號","陳麗華","女","033865528","N"
"開業","銘方大藥局","桃園市","大園區","中華路３２號","許銘方","男","033865077","Y"
"開業","協和大藥局","桃園市","大園區","果林村二鄰九之三九號","蔡雨寧","女","033934073","Y"
"開業","崇愛藥局","桃園市","大園區","新興路五三號","王盛發","男","033865381","Y"
"開業","大園藥局","桃園市","大園區","中華路四九號","李清吉","男","033865034","Y"
"開業","永固安藥局","桃園市","大園區","大園村中山南路５６號","蘇國勁","男","033867233","Y"
"開業","怡德藥局","桃園市","大園區","中正東路十九之一號","賴椿蓮","女","03-3868878","Y"
"開業","國中藥局","桃園市","大園區","中山北路一二八號","陳美惠","女","03-3852256","Y"
"開業","唯新藥局","桃園市","大園區","中山北路二十九號","江昱螢","女","3869380","Y"
"開業","?林村藥局","桃園市","大園區","?林里?林路１１０號","李建昌","男","03-3832065","Y"
"開業","利安藥局","桃園市","大園區","新生路135號","卓凌珠","女","03-3853315","Y"
"開業","新明藥局","桃園市","大園區","中華路７７號","朱玉修","男","03-3851838","Y"
"開業","志仁藥局","桃園市","蘆竹區","南山路三段２９９號","莊志仁","男","033243766","Y"
"開業","長榮藥師藥局","桃園市","蘆竹區","南崁路２１０號","盧立義","男","03-3520589","Y"
"開業","杏洋藥局","桃園市","蘆竹區","南崁路１３４號","蔡淑貞","女","033112799","Y"
"開業","康而美聖安藥師藥局","桃園市","蘆竹區","南山路一段二之一號","蔡培成","男","03-3228753","Y"
"開業","聯祥藥局","桃園市","蘆竹區","南崁路一段３１－１號１樓","孫桂雲","女","03-3215775","Y"
"開業","青青藥師藥局","桃園市","蘆竹區","南山路三段三一三號一樓","廖肇光","男","03-3240338","Y"
"開業","得安藥局","桃園市","蘆竹區","中正路三Ｏ六號","王世偉","男","03-3216950","Y"
"開業","佳安藥局","桃園市","蘆竹區","南昌路二六一之一號","賴再考","男","032123073","Y"
"開業","集翔藥師藥局","桃園市","蘆竹區","中正路一Ｏ三號","梁秀蓮","女","03-2124060","Y"
"開業","英登藥局","桃園市","蘆竹區","南崁路三四四號","陳英鳳","女","2124606","Y"
"開業","誠心藥局","桃園市","蘆竹區","中山路一四五號一樓","盧育承","男","03-2127369","Y"
"開業","南崁丁丁藥局","桃園市","蘆竹區","南崁路一段５０號１樓","李堅瑋","男","3115646","N"
"開業","誼康藥局","桃園市","蘆竹區","奉化路一二六號","康家鳳","女","03-3129045","Y"
"開業","連安藥局","桃園市","蘆竹區","南崁路一一二號二樓","鍾增玲","女","03-3522333","Y"
"開業","樺生藥師藥局","桃園市","蘆竹區","南崁路９６號","簡婉貞","女","3121821","Y"
"開業","大竹藥師藥局","桃園市","蘆竹區","南竹路五段二五九號","張嘉娟","女","03-3232508","Y"
"開業","晨光藥局","桃園市","蘆竹區","南昌路２４６號","林春娟","女","03-3530668","Y"
"開業","南崁宜安藥師藥局","桃園市","蘆竹區","南崁路２５５號","葉巧翎","女","03-3220686","Y"
"開業","文文藥局","桃園市","蘆竹區","南崁路１３１號２樓","劉明奇","男","03-2129685","Y"
"開業","鑫盟藥師藥局","桃園市","蘆竹區","中正路３６５號２樓","陳啟政","男","03-3117543","Y"
"開業","奇點藥局","桃園市","蘆竹區","吉林路４１號","林威仁","男","0919-963-060","Y"
"開業","德美藥師藥局","桃園市","蘆竹區","中山路１５９號１樓","蔡瓊梅","女","03-3125081","Y"
"開業","康德美藥局","桃園市","蘆竹區","南山路三段２５５號１樓","洪國智","男","03-3243638","Y"
"開業","承昇藥局","桃園市","蘆竹區","南竹路一段６３號","林峰傑","男","03-3115270","Y"
"開業","喜多福藥局","桃園市","蘆竹區","山腳村南山路三段２６５號１樓","林駿泓","男","03-3248677","Y"
"開業","宜家藥局","桃園市","蘆竹區","大竹村大新路１０３號","呂建雄","男","03-3236008","Y"
"開業","竹康藥師藥局","桃園市","蘆竹區","大竹路５２５號","呂馥君","女","03-3139657","Y"
"開業","南欣藥師藥局","桃園市","蘆竹區","南崁路２０５號","謝學敏","男","033227038","Y"
"開業","南竹健保藥局","桃園市","蘆竹區","南竹路一段７６號１樓","游騰蔚","男","03-3526182","Y"
"開業","大新長青藥師藥局","桃園市","蘆竹區","大新路４６７號","鄭世斌","男","03-3131413","Y"
"開業","永青健康人生藥局","桃園市","蘆竹區","奉化路１４２號１樓","吳麗雯","女","03-3528361","Y"
"開業","全郁藥師藥局","桃園市","蘆竹區","新莊村大新路４５８、４６０號１樓","黃士哲","男","03-3231101","Y"
"開業","杏安藥局","桃園市","蘆竹區","大竹路５２９號","陳志毅","男","03-3234091","Y"
"開業","合豐藥局","桃園市","蘆竹區","中山路１２號之１","廖俊宇","男","03-3217358","Y"
"開業","天康南崁藥局","桃園市","蘆竹區","南崁路２３３號","吳佳真","女","03-2122569","Y"
"開業","知博藥師藥局","桃園市","蘆竹區","營盤村中山路１６０號","陳佳蘋","女","03-2221886","Y"
"開業","南崁藥師藥局","桃園市","蘆竹區","南榮村忠孝西路３號之１樓","郭育君","女","03-3126458","Y"
"開業","禾泰藥局","桃園市","蘆竹區","中山路91號1樓","紀景欣","女","03-3530297","Y"
"開業","桃園大竹藥局","桃園市","蘆竹區","大竹路３６５號","吳丹佑","女","03-3235959","Y"
"開業","敏新藥局","桃園市","蘆竹區","海山路１４號","羅智遠","男","03-3248202","Y"
"開業","柏霖藥局","桃園市","蘆竹區","中正路３５９號２樓","呂佳怡","女","03-2120284","Y"
"開業","政興藥局","桃園市","蘆竹區","南昌路２５４號","楊恆愷","男","03-3210544","Y"
"開業","青新藥師藥局","桃園市","蘆竹區","南竹路五段２５１之１號","吳宜倫","女","03-3134328","Y"
"開業","悅兒藥局","桃園市","蘆竹區","忠孝西路１８６號","呂育庭","男","03-3126967","Y"
"開業","康維藥局","桃園市","蘆竹區","仁愛路一段２２號１樓","范揚棟","男","03-3125330","Y"
"開業","順統藥局","桃園市","蘆竹區","南山路二段３７２號","趙麗娟","女","033243356","N"
"開業","聯濟藥局","桃園市","蘆竹區","南崁路二段４７４號","蔡來成","男","033222191","Y"
"開業","九德藥局","桃園市","蘆竹區","中山路六十九號","蔡導明","男","033116868","Y"
"開業","承安藥局","桃園市","蘆竹區","光明路一段十四號","吳偉勳","男","03-3115277","Y"
"開業","健康堂藥局","桃園市","蘆竹區","中正路三五三號","呂慶章","男","03-3229799,3218828","Y"
"開業","恆安藥局","桃園市","蘆竹區","忠孝西路３６號","王國豐","男","03-2120206","Y"
"開業","福興藥局","桃園市","蘆竹區","大新路十七號","廖世義","男","3237217","Y"
"開業","大吉藥局","桃園市","蘆竹區","大竹路四三六號","黃志銘","男","3234375","Y"
"開業","大安藥局","桃園市","蘆竹區","大新路一Ｏ七號","羅信南","男","03-3137380","Y"
"開業","明安藥局","桃園市","蘆竹區","南竹路一之六號","劉淑梅","女","03-3527087","Y"
"開業","育境健保藥局","桃園市","蘆竹區","光明路二段２７２號１樓","胡毓境","男","03-2122887","Y"
"開業","上安藥局","桃園市","蘆竹區","中正路３５７之１號","洪束任","男","03-3219118","Y"
"開業","大葉藥局","桃園市","蘆竹區","中山路132號1樓","邱奕榛","男","03-3125347","Y"
"開業","康立藥局","新竹縣","竹北市","中正東路288號","劉秀卉","女","035518 093","Y"
"開業","健新藥局","新竹縣","竹北市","中正西路２７１號","莊乾堂","男","035527 300","Y"
"開業","新林生藥局","新竹縣","竹北市","仁和街８６號","林庭生","男","035552 852","Y"
"開業","北海藥局","新竹縣","竹北市","仁義路一五八號","張朝進","男","035558 220","N"
"開業","安豐藥局","新竹縣","竹北市","光明十一路32號","黎豐欽","男","6561020","Y"
"開業","連興藥局","新竹縣","竹北市","中正東路五０九號","劉火傳","男","035552 851","Y"
"開業","救星藥局","新竹縣","竹北市","中山路492號","林順仁","男","035552 913","Y"
"開業","林保郎藥師藥局","新竹縣","竹北市","光明一路392號","林保郎","男","5586879","Y"
"開業","健安藥局","新竹縣","竹北市","中山路458號","蕭振權","男","035536591","Y"
"開業","北一藥師藥局","新竹縣","竹北市","中正東路200號","黃朝琴","男","5539160","Y"
"開業","林新福壽堂藥局","新竹縣","竹北市","嘉興路133號","林保光","男","5502206","N"
"開業","吉新藥局","新竹縣","竹北市","中華路354號","王再來","男","5528533","Y"
"開業","博士藥局","新竹縣","竹北市","縣政九路168號一樓","劉家惠","女","5516243","Y"
"開業","良美藥局","新竹縣","竹北市","博愛街174號","陳信良","男","5520460","Y"
"開業","禾松藥局","新竹縣","竹北市","勝利5路23號","林右聖","男","6577267","Y"
"開業","真善美藥局","新竹縣","竹北市","勝利五路176號","李婉如","女","03-6589478","Y"
"開業","無尾熊藥師藥局","新竹縣","竹北市","莊敬5街十號","宋瑩貞","女","03-6577535","Y"
"開業","源泰藥局","新竹縣","竹北市","四維街189號","李秀雪","女","03-5550272",""
"開業","詠美藥局","新竹縣","竹北市","三民路441號","蔡芳修","女","","Y"
"開業","長康藥師藥局","新竹縣","竹北市","光明一路212號","周蓋雄","男","","Y"
"開業","立康藥局","新竹縣","竹北市","華興街220號","謝佳玓","女","03-5527730","Y"
"開業","家欣藥局","新竹縣","竹北市","中興里嘉豐六路一段29號1樓","蔡凌枝","女","","Y"
"開業","芳鄰藥局","新竹縣","竹北市","三民路261之1號","王肇偉","男","5541662","Y"
"開業","振元藥師藥局","新竹縣","竹北市","自強南路201號","吳翠卿","女","03-6587052","Y"
"開業","嘉岳藥局","新竹縣","竹北市","勝利五路50-1號","黃茂興","男","03-6585707","Y"
"開業","正科大藥局","新竹縣","竹北市","科大一路16號","何佳凌","女","03-6573561","Y"
"開業","金竹藥局","新竹縣","竹北市","勝利六街68號","張肇元","男","03-6683215","Y"
"開業","仁品藥局","新竹縣","竹北市","福興東路2段126號","吳宗嶸","男","03-6579718","Y"
"開業","仁暉藥局","新竹縣","竹北市","博愛街202號","莊?松","男","03-5528118","Y"
"開業","阿姆斯壯藥局","新竹縣","竹北市","六家五路一段125號","蕭佑竹","女","03-6589178","Y"
"開業","仁里藥局","新竹縣","竹北市","勝利二路125號","翁逸奎","男","03-6673878","Y"
"開業","如佳藥局","新竹縣","竹北市","中正西路189號","蘇菊芬","女","03-5533161","Y"
"開業","信安藥局","新竹縣","竹北市","三民路248號","藍永興","男","03-5557672","Y"
"開業","立順藥局","新竹縣","竹北市","復興一街76號","李美懿","女","03-6585690","Y"
"開業","日安藥局","新竹縣","竹北市","自強南路177號","吳姿瑩","女","0919934330","Y"
"開業","欣欣藥局","新竹縣","竹北市","成功八路100號","鄒俞榛","女","03-6676287","Y"
"開業","佑東藥師藥局","新竹縣","竹北市","縣政三街27號","石耀聰","男","03-5588092","Y"
"開業","竹北光明藥局","新竹縣","竹北市","光明一路137號","陳世軒","男","03-5584545、0912970131","Y"
"開業","合康藥局竹北","新竹縣","竹北市","博愛街335號","林芝廷","男","03-5552288","Y"
"開業","竹仁藥師藥局","新竹縣","竹北市","仁和街6號1樓","郭鳳儀","女","03-5529592","Y"
"開業","三民盛康藥局","新竹縣","竹北市","文化里17鄰三民路91號","潘素玲","女","03-5529638","Y"
"開業","仁康藥局","新竹縣","竹北市","縣政九路176號2樓","林敏生","男","03-5518777","Y"
"開業","合康連鎖藥局竹北二店","新竹縣","竹北市","福興東路一段373號","邱美玲","女","03-6583777","Y"
"開業","中一藥局","新竹縣","竹北市","文興路一段242號1樓","陳菀婷","女","03-6670827",""
"開業","禾坊藥局","新竹縣","竹北市","科大一路85號1樓","石博文","男","03-5588797",""
"開業","永信藥局","新竹縣","竹北市","竹仁街６１號","林文星","男","035553 838","N"
"開業","竹仁藥局","新竹縣","竹北市","竹仁街３５號","彭月琴","女","035554 456","N"
"開業","新社大藥局","新竹縣","竹北市","中正西路二三三號一樓","黃謝民和","男","035519246","N"
"開業","典安大藥局","新竹縣","竹北市","溪州路251號","姜金華","女","5555160","N"
"開業","波士頓藥局","新竹縣","竹北市","建國街38號","李文嫣","女","03-5553330","Y"
"開業","醫澤藥局","新竹縣","竹北市","民權街46號1樓","溫富美","女","","Y"
"開業","健元藥局","新竹縣","竹北市","中正東路265號","袁欣美","女","","Y"
"開業","佑安藥局","新竹縣","竹北市","中正西路31號1樓","江萬福","男","","Y"
"開業","博經典藥局","新竹縣","竹北市","中正東路335巷2弄6號1樓","葉國彥","男","03-5532191","Y"
"開業","六久藥局","新竹縣","竹北市","華興街148號","陳湘瑀","女","035557 485","Y"
"開業","正安西藥局","新竹縣","湖口鄉","信全街41號","謝辰宜","女","035991053","Y"
"開業","范藥局","新竹縣","湖口鄉","中正路一段145號","范國基","男","035992 897","Y"
"開業","黎藥局","新竹縣","湖口鄉","中山路二段六四號","黎傳湘","男","035992 325","Y"
"開業","黃藥師中西藥局","新竹縣","湖口鄉","仁勢村民族街九八號","黃桂金","男","035996 388","Y"
"開業","中心藥局","新竹縣","湖口鄉","中正路一段115號2樓","盤季鑫","男","5904636","Y"
"開業","周藥師中西藥局","新竹縣","湖口鄉","達生路116號","周榮桂","男","5999908","N"
"開業","聖康藥師藥局","新竹縣","湖口鄉","中正路一段183號","彭偉洋","男","5995358","Y"
"開業","仁和藥局","新竹縣","湖口鄉","仁和路182號","林宜蒨","女","5978541",""
"開業","如家藥師藥局","新竹縣","湖口鄉","工業區光復東路335號","孔令星","女","03-5972606","Y"
"開業","信福藥局","新竹縣","湖口鄉","民權街33號","鄭志坤","男","0981937067","Y"
"開業","合康藥局湖口","新竹縣","湖口鄉","民族街126號","郭子彬","男","03-6992365","Y"
"開業","湖口藥局","新竹縣","湖口鄉","民族街45號","溫在君","男","03-5991842","Y"
"開業","春順大藥局","新竹縣","湖口鄉","鳳凰村仁和路三三號","鍾順鎮","女","035981 564","Y"
"開業","妙聖方藥局","新竹縣","湖口鄉","中興村一巷５號","徐盛榕","男","035982 888","N"
"開業","陳錦宏藥局","新竹縣","湖口鄉","達生路一０九號","陳錦宏","男","035992 855","N"
"開業","新富華藥局","新竹縣","湖口鄉","達生路32號","吳錦富","男","035691 226","Y"
"開業","小林藥局","新竹縣","湖口鄉","民權街九巷三號","林清展","男","035990 896","Y"
"開業","東海藥局","新竹縣","湖口鄉","達生路四二號","吳昌杏","男","035992 213","N"
"開業","安安藥局","新竹縣","湖口鄉","中興村一巷一號","羅世文","男","035983 268","N"
"開業","湖鏡藥局","新竹縣","湖口鄉","八德路一段765號","徐聰鏡","男","035691 521","N"
"開業","鴻樺藥局","新竹縣","湖口鄉","勝利路二段六二號","余鴻","男","035984698","N"
"開業","春壽中西藥局","新竹縣","湖口鄉","德興路59號","盤立鈿","男","03-5992803","N"
"開業","家康藥局","新竹縣","湖口鄉","中央路28號二樓","許高桓","男","03-5903226","Y"
"開業","勝利大藥局","新竹縣","湖口鄉","漢陽路1號","劉陶湧","男","03-5987520","Y"
"開業","育祥藥局","新竹縣","湖口鄉","安宅九街83號","向文祥","男","","Y"
"開業","中興藥局","新竹縣","湖口鄉","中興村中興2巷18號","劉群一","男","0911319622","Y"
"開業","安健藥局","新竹縣","湖口鄉","中正路1段165號","林金德","男","03-5906685","Y"
"開業","昌昌藥局","新竹縣","新豐鄉","新市路193號","林泰發","男","03-5598077","Y"
"開業","新揚藥局","新竹縣","新豐鄉","新興路243號","傅義祥","男","03-5574342","Y"
"開業","山崎藥局","新竹縣","新豐鄉","新興路279號","林文雄","男","03-5599747",""
"開業","彰懷藥局","新竹縣","新豐鄉","新興路75號1樓","卓光輝","男","","Y"
"開業","惠生藥局","新竹縣","新豐鄉","學府路113號","陳景文","男","","Y"
"開業","華山藥局","新竹縣","新豐鄉","新豐路池府路１５號","張緯華","男","035680 023","N"
"開業","十全藥局","新竹縣","新豐鄉","松林村泰安街92號","周金意","男","035596 583","Y"
"開業","建仁藥局","新竹縣","新豐鄉","建興路一段146之16號","劉熀祥","男","035595 850","Y"
"開業","新智仁藥局","新竹縣","新豐鄉","建興路一段４６號","葉玉英","女","035591 238","Y"
"開業","建丰藥局","新竹縣","新豐鄉","松林村尚仁街３號","劉廷妹","女","035593 477","Y"
"開業","同德堂大藥局","新竹縣","新豐鄉","中興路39號","劉肇鑾","男","035597 815","N"
"開業","金樓藥局","新竹縣","新豐鄉","建興路二段八一四號","黃金樓","男","035571 010","Y"
"開業","第一調劑藥局","新竹縣","新豐鄉","建興路一段154號","江月玫","女","03-5575001","Y"
"開業","立人藥局","新竹縣","新豐鄉","建興路一段57號","徐秋媛","女","03-5578217",""
"開業","仁川藥局","新竹縣","新豐鄉","建興路二段747號","詹玟泓","男","","Y"
"開業","春安藥局","新竹縣","新豐鄉","新庄路２５８號","徐昌煌","男","035591 875","Y"
"開業","健華中西藥局","新竹縣","新豐鄉","新竹縣新豐鄉建興路一段１１２號","李建機","男","035575959","Y"
"開業","廣和藥局","新竹縣","新埔鎮","中正路二九二號","林秀華","女","035885 959","Y"
"開業","日興藥局","新竹縣","新埔鎮","中正路328號","魏木興","男","5889910","Y"
"開業","梁藥局","新竹縣","新埔鎮","中正路233號","丘谷音","女","03-5885439","Y"
"開業","康立藥局新埔店","新竹縣","新埔鎮","中正路381號","羅蓓文","女","03-5896129","Y"
"開業","興盛藥局","新竹縣","新埔鎮","仁愛路二六號","林定國","男","035882 590","Y"
"開業","至德藥局","新竹縣","新埔鎮","中正路六六二號","周月英","女","035882 667","N"
"開業","太元藥局","新竹縣","新埔鎮","中正路五二二號","呂芳忠","男","035882 256","N"
"開業","承大藥局","新竹縣","新埔鎮","中正路647號","吳文修","男","035888 255","N"
"開業","義民藥品中西藥局","新竹縣","新埔鎮","下寮里二六之五號","范繼元","男","035892 898","Y"
"開業","三信藥局","新竹縣","新埔鎮","下寮里9之3號","三仁宗","男","035896 228","Y"
"開業","健生藥局","新竹縣","新埔鎮","下寮里4鄰義民路三段330號","劉文生","男","035885 672","N"
"開業","聯合大藥局","新竹縣","關西鎮","正義路九一號","張明彬","男","035877 767","Y"
"開業","明德藥局","新竹縣","關西鎮","中山路一八號","張明德","男","035874 335","Y"
"開業","仁泰藥局","新竹縣","關西鎮","石光里6鄰268號","江兆沐","男","035868 391","Y"
"開業","進安藥局","新竹縣","關西鎮","正義路一五號","呂德貴","男","035872 153","Y"
"開業","高平堂藥局","新竹縣","關西鎮","正義路66號","范綱智","男","03-5872263","Y"
"開業","佳仁藥局","新竹縣","關西鎮","中興路一二號","范婷枝","女","035872 298","Y"
"開業","安東藥師藥局","新竹縣","關西鎮","中山路62號","謝季蓉","女","03-5872385","Y"
"開業","仁禾藥局","新竹縣","關西鎮","正義路34號","謝銘仁","男","","Y"
"開業","康和藥局","新竹縣","關西鎮","正義路79號","楊榮華","男","03-5870068","Y"
"開業","新明仁中西藥局","新竹縣","芎林鄉","文昌街１７２號","姜禮惠","男","035922 056","N"
"開業","新華方西藥局","新竹縣","芎林鄉","文山路515號","林許萌","男","035926352","Y"
"開業","玉峰藥局","新竹縣","芎林鄉","文昌街一四三號","曾祥椿","男","035923756","N"
"開業","朝陽藥局","新竹縣","芎林鄉","文昌街一二四號","劉世義","男","5927355","N"
"開業","暘光藥局","新竹縣","芎林鄉","文山路385號","彭星淳","男","03-5121001","Y"
"開業","大銨藥局","新竹縣","芎林鄉","石潭村竹林路72之1號","劉晉瑋","男","03-5928018","Y"
"開業","金生藥局","新竹縣","寶山鄉","雙新村4鄰寶新路一段35號","林進財","男","035202 941","Y"
"開業","寶唄藥局","新竹縣","寶山鄉","雙溪村雙豐路16號","丁美惠","女","03-5205028、0955135876","Y"
"開業","鄧藥局","新竹縣","竹東鎮","大同路四三號","鄧政春","男","035962 908","Y"
"開業","鑫美藥局","新竹縣","竹東鎮","長春路三段197號3樓","彭瑞鑫","男","03-5969615","Y"
"開業","合康藥局","新竹縣","竹東鎮","長春路3段133號","曾祥甫","男","","Y"
"開業","鴻達藥局","新竹縣","竹東鎮","中興路三段174號","李承?","女","5835237","Y"
"開業","立安藥局","新竹縣","竹東鎮","大同路87號一樓","陳雙明","男","035962 583","Y"
"開業","榮信藥局","新竹縣","竹東鎮","長春路三段四三號","范榮信","男","035963 549","Y"
"開業","弘光藥局","新竹縣","竹東鎮","中豐路三段51號","莊光陵","男","035967 685","Y"
"開業","仁愛藥局","新竹縣","竹東鎮","商華街33號","謝滿妹","女","03-5953458","Y"
"開業","老大生中西藥局","新竹縣","竹東鎮","大同路三六號","劉邦淦","男","035962 319","N"
"開業","國瑞藥局","新竹縣","竹東鎮","大同路二一號","彭瑞城","男","035966 698","Y"
"開業","華德藥局","新竹縣","竹東鎮","東林路八０號","韓德益","男","035940 019","Y"
"開業","健通藥局","新竹縣","竹東鎮","東寧路三段一０一號二樓","余佳勇","男","035940536","Y"
"開業","家源藥局","雲林縣","虎尾鎮","仁愛路80號","黃嘉豪","男","05-6326207、05-6326207、05-6326207","Y"
"開業","兒侒藥局","雲林縣","虎尾鎮","弘道路51號","廖芳藝","女","05-6311246","Y"
"開業","慶安藥局","雲林縣","虎尾鎮","公安路115-1號","張有邑","男","05-6328029","Y"
"開業","惠眾藥局","雲林縣","虎尾鎮","林森路二段169號","柯孟劭","男","","Y"
"開業","士宣虎尾藥局","雲林縣","虎尾鎮","文科路72號","彭肇堯","男","05-6323600",""
"開業","平安藥局","雲林縣","虎尾鎮","信義路5號","何淑芳","女","05-6320078",""
"開業","日泰藥局","雲林縣","虎尾鎮","中興路１－３３號","周尚澤","男","6220158","Y"
"開業","林藥師藥局","雲林縣","虎尾鎮","中正路207號","林振順","男","056334135","Y"
